mission_key,source_record,mission_date,mission_id_raw,record_lon,record_lat,record_x,record_y,record_n_bombs,recorded_tonnage_t,known_tonnage_t,imputed_weapon_count,imputed_weapon_fraction,n_raw_rows,record_mission_id
SEADAB|1971-06-25|B156,SEADAB,1971-06-25,B156,106.873333,16.816944,2484.8208119368855,10779.680968630168,10,2.0411656650000003,0.226796185,8,0.8,3,9492
SEADAB|1972-07-21|6785,SEADAB,1972-07-21,6785,107.0225,16.822776999999995,18370.187719494435,11428.280975747777,5,1.133980925,0.0,5,1.0,2,10899
SEADAB|1972-07-12|6712,SEADAB,1972-07-12,6712,107.02722200000001,16.819166,18873.051640720358,11026.756095634346,28,6.35029318,0.0,28,1.0,1,10835
SEADAB|1973-01-01|6709,SEADAB,1973-01-01,6709,106.96231399999999,16.830833,11960.749353781748,12324.067304796457,3,0.6803885550000001,0.0,3,1.0,2,11770
SEADAB|1971-09-03|B112,SEADAB,1971-09-03,B112,106.92722199999999,16.845277,8223.66745550676,13930.166825250444,12,2.7215542200000002,0.0,12,1.0,2,9899
SEADAB|1971-07-01|B156,SEADAB,1971-07-01,B156,106.916944,16.85,7129.123748950494,14455.340463792918,15,2.3360007055,2.3360007055,0,0.0,3,9612
SEADAB|1972-11-30|9244,SEADAB,1972-11-30,9244,107.00972199999998,16.859166000000002,17009.409408308053,15474.553161416994,10,2.2679618500000003,0.0,10,1.0,1,11729
SEADAB|1972-12-10|6775,SEADAB,1972-12-10,6775,107.02444399999999,16.752222,18577.21174805594,3582.922926341067,10,3.1751465899999998,1.81436948,6,0.6,2,11746
SEADAB|1971-03-14|5252,SEADAB,1971-03-14,5252,106.852777,16.831666000000002,295.7333988243474,12416.692678691647,6,1.36077711,0.0,6,1.0,1,9206
SEADAB|1972-11-28|6927,SEADAB,1972-11-28,6927,106.980277,16.806110999999998,13873.698234972211,9575.10632828948,24,5.44310844,2.72155422,12,0.5,2,11714
SEADAB|1972-10-31|6749,SEADAB,1972-10-31,6749,106.982777,16.796944,14139.932839602325,8555.78243573904,22,4.98951607,0.0,22,1.0,2,11521
SEADAB|1971-04-01|B121,SEADAB,1971-04-01,B121,106.858333,16.807222,887.4131841546954,9698.643891791766,22,2.7487697622000002,0.0272155422,12,0.5454545454545454,3,9251
SEADAB|1972-05-07|5702,SEADAB,1972-05-07,5702,107.016666,16.801944,17748.902646129784,9111.757068961722,2,0.45359237,0.0,2,1.0,1,10416
SEADAB|1970-03-28|6404,SEADAB,1970-03-28,6404,106.864166,16.834166,1508.591763677764,12694.67999530279,4,0.90718474,0.0,4,1.0,1,8848
SEADAB|1972-10-22|9500,SEADAB,1972-10-22,9500,107.02638799999998,16.745832999999998,18784.23577661442,2872.498540008737,12,2.72155422,0.0,12,1.0,1,11462
SEADAB|1972-09-12|6932,SEADAB,1972-09-12,6932,107.019722,16.825554999999998,18074.34782683002,11737.180481966281,16,3.69405626128,0.9725020412800001,12,0.75,2,11234
SEADAB|1971-05-12|B114,SEADAB,1971-05-12,B114,106.880555,16.793332999999997,3253.91933779292,8154.257555625215,12,2.7215542200000002,0.0,12,1.0,2,9289
